Chr,C2U start,C2U end,U/C,Strand
chr17,79801619,79801620,0.206561,-
chr17,79801623,79801624,0.121795,-
chr17,79801629,79801630,0.106061,-
chr17,79801715,79801716,0.132203,-
chr17,79801717,79801718,0.196891,-
chr17,79801752,79801753,0.171429,-
chr17,79801884,79801885,0.209239,-
chr17,79804386,79804387,0.108883,-
chr17,79813044,79813045,0.122137,-
chr17,79813433,79813434,0.105072,-
chr17,79826472,79826473,0.110294,-
chr17,79826654,79826655,0.181818,-
chr17,79845782,79845783,0.208054,-
chr17,79845819,79845820,0.15748,-
chr17,79845823,79845824,0.140625,-
chr17,79846000,79846001,0.114583,-
chr17,79852445,79852446,0.12987,+
chr17,79858033,79858034,0.110638,+
chr17,79858076,79858077,0.105263,+
chr17,79858085,79858086,0.11236,+
chr17,79858117,79858118,0.110236,+
chr17,79870038,79870039,0.104478,-
chr17,79877145,79877146,0.156627,-
chr17,79877395,79877396,0.111111,-
chr17,79879365,79879366,0.108911,-
chr17,79879492,79879493,0.142857,-
chr17,79879494,79879495,0.137931,-
chr17,79879666,79879667,0.116667,-
chr17,79879736,79879737,0.212121,-
chr17,79879793,79879794,0.108696,-
chr17,79890327,79890328,0.105263,-
chr17,79890336,79890337,0.180233,-
chr17,79890469,79890470,0.101523,-
chr17,79890858,79890859,0.132841,-
chr17,79891088,79891089,0.229927,-
chr17,79976613,79976614,0.124352,-
chr17,79976743,79976744,0.169399,-
chr17,79976903,79976904,0.101064,-
chr17,80014395,80014396,0.124183,+
chr17,80015899,80015900,0.176955,-
chr17,80015918,80015919,0.220884,-
chr17,80015937,80015938,0.131222,-
chr17,80015982,80015983,0.145631,-
chr17,80036428,80036429,0.326409,-
chr17,80112230,80112231,0.105263,-
chr17,80112250,80112251,0.1,-
chr17,80112460,80112461,0.105263,-
chr17,80113292,80113293,0.1,-
chr17,80200711,80200712,0.141104,-
chr17,80201103,80201104,0.137097,-
chr17,80202181,80202182,0.132743,-
chr17,80202300,80202301,0.125,-
chr17,80202485,80202486,0.148649,-
chr17,80202498,80202499,0.121212,-
chr17,80202608,80202609,0.121212,-
chr17,80350140,80350141,0.102564,-
chr17,80400828,80400829,0.1,-
chr17,80559540,80559541,0.13245,+
chr17,80559625,80559626,0.158879,+
chr17,80559859,80559860,0.197183,+
chr17,80559993,80559994,0.114094,+
chr17,80560084,80560085,0.104294,+
chr17,80560288,80560289,0.238806,+
chr17,80560302,80560303,0.105263,+
chr17,80561111,80561112,0.136364,+
chr17,80561188,80561189,0.170455,+
chr17,80561370,80561371,0.114943,+
chr17,80561454,80561455,0.105263,+
chr17,80561732,80561733,0.106061,+
chr17,80561768,80561769,0.118644,+
chr17,80561841,80561842,0.18018,+
chr17,80562097,80562098,0.114286,+
chr17,80572653,80572654,0.109677,-
chr17,80572737,80572738,0.136,-
chr17,80572764,80572765,0.107692,-
chr17,80572951,80572952,0.114943,-
chr17,80572980,80572981,0.207407,-
chr17,80574490,80574491,0.102941,-
chr17,80579552,80579553,0.103448,-
chr17,80601845,80601846,0.121212,-
chr17,80615050,80615051,0.105263,-
chr17,80615061,80615062,0.121212,-
chr17,80615191,80615192,0.1,-
chr17,80685796,80685797,0.15873,+
chr17,80685854,80685855,0.152174,+
chr17,80755664,80755665,0.1,+
chr17,80900544,80900545,0.106667,+
chr17,81052468,81052469,0.21519,+
chr18,211341,211342,0.120482,+
chr18,211402,211403,0.134146,+
chr18,211848,211849,0.225806,+
chr18,213764,213765,0.1,+
chr18,213783,213784,0.128205,+
chr18,213941,213942,0.113208,+
chr18,214339,214340,0.117647,+
chr18,214597,214598,0.105263,-
chr18,218922,218923,0.125,-
chr18,247913,247914,0.111111,-
chr18,260230,260231,0.114286,-
chr18,319627,319628,0.128205,-
chr18,319631,319632,0.195122,-
chr18,319746,319747,0.125,-
chr18,319793,319794,0.102564,-
chr18,319810,319811,0.1,-
chr18,319911,319912,0.125,-
chr18,346669,346670,0.142857,-
chr18,649695,649696,0.157895,-
chr18,673204,673205,0.148485,+
chr18,673236,673237,0.121951,+
chr18,674113,674114,0.15,-
chr18,674235,674236,0.135135,-
chr18,722222,722223,0.117647,-
chr18,756747,756748,0.1,-
chr18,1363292,1363293,0.114286,-
chr18,2575031,2575032,0.128205,+
chr18,2747570,2747571,0.1,+
chr18,2796059,2796060,0.1,+
chr18,2796496,2796497,0.1,+
chr18,2803273,2803274,0.184211,+
chr18,2803284,2803285,0.135135,+
chr18,3256028,3256029,0.102564,+
chr18,3256145,3256146,0.158416,+
chr18,3277983,3277984,0.120482,+
chr18,3278164,3278165,0.119266,+
chr18,5392509,5392510,0.129032,-
chr18,5392953,5392954,0.12963,-
chr18,5428386,5428387,0.108108,-
chr18,6462281,6462282,0.125691,-
chr18,6462305,6462306,0.123529,-
chr18,6462307,6462308,0.199536,-
chr18,6462489,6462490,0.181818,-
chr18,8638381,8638382,0.117647,+
chr18,8638435,8638436,0.133333,+
chr18,8638488,8638489,0.125,+
chr18,8638853,8638854,0.219512,+
chr18,8832012,8832013,0.133333,+
chr18,9134322,9134323,0.176471,+
chr18,9255021,9255022,0.166667,+
chr18,9255961,9255962,0.121212,+
chr18,9256093,9256094,0.1,+
chr18,9256917,9256918,0.1,+
chr18,9256926,9256927,0.1875,+
chr18,9257068,9257069,0.208333,+
chr18,9258093,9258094,0.102564,+
chr18,9281506,9281507,0.108108,+
chr18,9282026,9282027,0.170213,+
chr18,9400500,9400501,0.138889,+
chr18,9401511,9401512,0.117647,+
chr18,9517061,9517062,0.106383,+
chr18,9517254,9517255,0.196429,+
chr18,9522215,9522216,0.122449,+
chr18,9522292,9522293,0.105263,+
chr18,9522343,9522344,0.170732,+
chr18,9530852,9530853,0.1,+
chr18,9536199,9536200,0.2,+
chr18,9536381,9536382,0.105263,+
chr18,9536848,9536849,0.102564,+
chr18,9536887,9536888,0.139535,+
chr18,9547154,9547155,0.172414,-
chr18,9547160,9547161,0.145455,-
chr18,9547233,9547234,0.123077,-
chr18,9547263,9547264,0.177419,-
chr18,9562031,9562032,0.117647,-
chr18,9588175,9588176,0.119048,-
chr18,9734938,9734939,0.103448,-
chr18,9845608,9845609,0.117647,+
chr18,9861563,9861564,0.125,+
chr18,9861576,9861577,0.111111,+
chr18,9861759,9861760,0.1,+
chr18,9861994,9861995,0.1,+
chr18,9862008,9862009,0.162162,+
chr18,9954253,9954254,0.133333,+
chr18,9954741,9954742,0.148649,+
chr18,11852027,11852028,0.105263,+
chr18,11852230,11852231,0.112903,+
chr18,11884352,11884353,0.147059,-
chr18,12030425,12030426,0.142857,+
chr18,12030656,12030657,0.117647,+
chr18,12030846,12030847,0.151515,+
chr18,12326220,12326221,0.145455,+
chr18,12326300,12326301,0.105691,+
chr18,12326356,12326357,0.209302,+
chr18,12326401,12326402,0.10687,+
chr18,12326426,12326427,0.110092,+
chr18,12326451,12326452,0.115942,+
chr18,12326539,12326540,0.172414,+
chr18,12326551,12326552,0.177778,+
chr18,12326556,12326557,0.146341,+
chr18,12328982,12328983,0.157895,-
chr18,12329099,12329100,0.114286,-
chr18,12351320,12351321,0.130435,-
chr18,12367098,12367099,0.1,-
chr18,12447748,12447749,0.146341,-
chr18,12447867,12447868,0.21875,-
chr18,12448793,12448794,0.121212,-
chr18,12449078,12449079,0.2,-
chr18,12449195,12449196,0.166667,-
chr18,12449425,12449426,0.27907,-
chr18,12449450,12449451,0.189189,-
chr18,12725521,12725522,0.126437,+
chr18,12785639,12785640,0.155556,-
chr18,12971193,12971194,0.105769,+
chr18,12971205,12971206,0.102273,+
chr18,12985414,12985415,0.117647,+
chr18,12985432,12985433,0.136364,+
chr18,12985671,12985672,0.133333,+
chr18,12986971,12986972,0.127907,+
chr18,12987320,12987321,0.2,+
chr18,13665959,13665960,0.1,-
chr18,13666159,13666160,0.162791,-
chr18,13666298,13666299,0.121212,-
chr18,13666443,13666444,0.1,-
chr18,13746318,13746319,0.139535,+
chr18,13761027,13761028,0.134615,+
chr18,13761526,13761527,0.166667,+
chr18,13761593,13761594,0.108108,+
chr18,13762569,13762570,0.12766,+
chr18,13762723,13762724,0.176471,+
chr18,13762769,13762770,0.121951,+
chr18,13762973,13762974,0.184211,+
chr18,13763879,13763880,0.16129,+
chr18,13763992,13763993,0.15,+
chr18,13764250,13764251,0.142857,+
chr18,13764287,13764288,0.126984,+
chr18,18529927,18529928,0.166667,-
chr18,18530046,18530047,0.121212,-
chr18,18530668,18530669,0.208955,-
chr18,18531186,18531187,0.101695,-
chr18,18540137,18540138,0.116667,-
chr18,18550378,18550379,0.116667,-
chr18,18559937,18559938,0.133333,-
chr18,18564406,18564407,0.138889,-
chr18,18571179,18571180,0.12963,-
chr18,18586356,18586357,0.107143,-
chr18,18608837,18608838,0.189189,-
chr18,18608853,18608854,0.139535,-
chr18,18608861,18608862,0.15,-
chr18,18619443,18619444,0.166667,-
chr18,18622104,18622105,0.113636,-
chr18,18650508,18650509,0.142857,-
chr18,19109485,19109486,0.104167,-
chr18,19110211,19110212,0.125,-
chr18,19110242,19110243,0.219178,-
chr18,19110367,19110368,0.146341,-
chr18,19144211,19144212,0.146341,-
chr18,19153692,19153693,0.127273,-
chr18,19154094,19154095,0.111111,-
chr18,19154099,19154100,0.125,-
chr18,19154968,19154969,0.1,-
chr18,19209147,19209148,0.178295,+
chr18,19209614,19209615,0.142857,+
chr18,19209777,19209778,0.115385,+
chr18,19231029,19231030,0.126984,-
chr18,19231304,19231305,0.1,-
chr18,19445745,19445746,0.116667,+
chr18,19445955,19445956,0.101449,+
chr18,19446159,19446160,0.112676,+
chr18,19446913,19446914,0.125,+
chr18,19447408,19447409,0.106061,+
chr18,19447416,19447417,0.151515,+
chr18,19447622,19447623,0.155556,+
chr18,19447831,19447832,0.155172,+
chr18,19448299,19448300,0.125,+
chr18,19448794,19448795,0.197183,+
chr18,19449111,19449112,0.105263,+
chr18,19449131,19449132,0.15625,+
chr18,20514079,20514080,0.142857,+
chr18,20548803,20548804,0.12766,+
chr18,20562225,20562226,0.118421,+
chr18,20570961,20570962,0.148148,+
chr18,20570996,20570997,0.102564,+
chr18,20572757,20572758,0.179487,+
chr18,20572820,20572821,0.149123,+
chr18,20572913,20572914,0.15,+
chr18,20573008,20573009,0.1125,+
chr18,20573044,20573045,0.161616,+
chr18,20573078,20573079,0.135802,+
chr18,20573105,20573106,0.116279,+
chr18,20573138,20573139,0.116071,+
chr18,20573155,20573156,0.166667,+
chr18,20573270,20573271,0.144444,+
chr18,20573455,20573456,0.142857,+
chr18,20573560,20573561,0.111111,+
chr18,20573595,20573596,0.173913,+
chr18,20573743,20573744,0.162791,+
chr18,20573797,20573798,0.111111,+
chr18,20573802,20573803,0.107143,+
chr18,20576408,20576409,0.191919,+
chr18,20576420,20576421,0.175,+
chr18,20581596,20581597,0.128205,+
chr18,20581671,20581672,0.212963,+
chr18,20602148,20602149,0.150376,+
chr18,20602162,20602163,0.120968,+
chr18,20602218,20602219,0.115385,+
chr18,20606122,20606123,0.126437,+
chr18,20606160,20606161,0.108108,+
chr18,20606198,20606199,0.153846,+
chr18,20606204,20606205,0.182432,+
chr18,20606212,20606213,0.122137,+
chr18,20606297,20606298,0.125,+
chr18,20606367,20606368,0.205128,+
chr18,20606396,20606397,0.1125,+
chr18,20816010,20816011,0.108108,+
chr18,20833748,20833749,0.2,+
chr18,20837226,20837227,0.129032,+
chr18,20837448,20837449,0.189189,+
chr18,20837470,20837471,0.235294,+
chr18,20837813,20837814,0.142857,+
chr18,20838034,20838035,0.146667,+
chr18,20838887,20838888,0.208333,+
chr18,20839479,20839480,0.133333,+
chr18,20876908,20876909,0.1,-
chr18,21046185,21046186,0.121622,+
chr18,21061788,21061789,0.16129,+
chr18,21061846,21061847,0.104167,+
chr18,21061857,21061858,0.133333,+
chr18,21061946,21061947,0.126984,+
chr18,21062099,21062100,0.125,+
chr18,21062740,21062741,0.142857,+
chr18,21062837,21062838,0.166667,+
chr18,21062918,21062919,0.118644,+
chr18,21096369,21096370,0.15,+
chr18,21110448,21110449,0.156863,+
chr18,21110489,21110490,0.137255,+
chr18,21111702,21111703,0.166667,+
chr18,21111836,21111837,0.132353,-
chr18,21111997,21111998,0.101449,-
chr18,21112016,21112017,0.133333,-
chr18,21112110,21112111,0.107143,-
chr18,21116722,21116723,0.1,-
chr18,21125033,21125034,0.114286,-
chr18,21134796,21134797,0.104167,-
chr18,21742129,21742130,0.170213,-
chr18,21742177,21742178,0.139535,-
chr18,21742410,21742411,0.1,-
chr18,21742847,21742848,0.142857,-
chr18,21742916,21742917,0.133333,-
chr18,21745092,21745093,0.112903,-
chr18,21776127,21776128,0.1,-
chr18,22010310,22010311,0.142857,+
chr18,22030856,22030857,0.150943,+
chr18,22031035,22031036,0.130435,+
chr18,22031837,22031838,0.261905,+
chr18,22031959,22031960,0.179487,+
chr18,22032596,22032597,0.225,+
chr18,23596249,23596250,0.181818,-
chr18,23598021,23598022,0.116883,-
chr18,23598065,23598066,0.114286,-
chr18,23598105,23598106,0.164557,-
chr18,23598305,23598306,0.154762,-
chr18,23747837,23747838,0.277778,-
chr18,23861982,23861983,0.181818,+
chr18,23865880,23865881,0.111111,+
chr18,23866181,23866182,0.105263,+
chr18,23866360,23866361,0.1,+
chr18,23970098,23970099,0.134328,+
chr18,23970147,23970148,0.166667,+
chr18,23970515,23970516,0.132075,+
chr18,23970741,23970742,0.117647,+
chr18,23971339,23971340,0.1,+
chr18,24035209,24035210,0.129032,-
chr18,25531283,25531284,0.133333,-
chr18,25531690,25531691,0.127273,-
chr18,25531704,25531705,0.114583,-
chr18,25531805,25531806,0.156627,-
chr18,25531818,25531819,0.13253,-
chr18,25531839,25531840,0.107143,-
chr18,25543332,25543333,0.105263,-
chr18,26836862,26836863,0.131148,-
chr18,28571226,28571227,0.105263,-
chr18,28571413,28571414,0.129032,-
chr18,28571549,28571550,0.128571,-
chr18,28573592,28573593,0.121212,-
chr18,28573721,28573722,0.16129,-
chr18,28646670,28646671,0.125,-
chr18,28647635,28647636,0.128205,-
chr18,28647773,28647774,0.147059,-
chr18,28662320,28662321,0.108108,-
chr18,29102205,29102206,0.138462,+
chr18,29125911,29125912,0.123077,+
chr18,29127068,29127069,0.217949,+
chr18,29127127,29127128,0.188679,+
chr18,29127221,29127222,0.12605,+
chr18,29127393,29127394,0.123457,+
chr18,29128300,29128301,0.12069,+
chr18,29202315,29202316,0.108108,-
chr18,29202534,29202535,0.15625,-
chr18,29203217,29203218,0.128205,-
chr18,29410116,29410117,0.233333,-
chr18,29410546,29410547,0.145455,-
chr18,29410716,29410717,0.130435,-
chr18,29419370,29419371,0.134615,-
chr18,29651778,29651779,0.128205,+
chr18,29709344,29709345,0.137931,+
chr18,29709410,29709411,0.16129,+
chr18,29709733,29709734,0.111111,+
chr18,29709949,29709950,0.178947,+
chr18,29710239,29710240,0.123967,+
chr18,29710245,29710246,0.149606,+
chr18,29710365,29710366,0.12844,+
chr18,29710368,29710369,0.138889,+
chr18,29710743,29710744,0.112676,+
chr18,29710814,29710815,0.112903,+
chr18,29710847,29710848,0.123077,+
chr18,29711043,29711044,0.133333,+
chr18,29846699,29846700,0.121212,-
chr18,32721983,32721984,0.111111,+
chr18,32723186,32723187,0.108108,+
chr18,32825368,32825369,0.108696,+
chr18,32838200,32838201,0.125,+
chr18,32886134,32886135,0.108108,+
chr18,32886163,32886164,0.123596,+
chr18,32886187,32886188,0.177778,+
chr18,32886454,32886455,0.107692,+
chr18,32886518,32886519,0.102564,+
chr18,32886984,32886985,0.119048,+
chr18,32887101,32887102,0.239437,+
chr18,32887903,32887904,0.126984,+
chr18,32888497,32888498,0.111111,+
chr18,32888671,32888672,0.108696,+
chr18,32913972,32913973,0.112676,-
chr18,32915664,32915665,0.22619,-
chr18,32915803,32915804,0.118182,-
chr18,32915856,32915857,0.130435,-
chr18,32916520,32916521,0.12381,-
chr18,32916585,32916586,0.14,-
chr18,32916872,32916873,0.114943,-
chr18,32916988,32916989,0.148148,-
chr18,32919867,32919868,0.107143,-
chr18,32920206,32920207,0.111111,-
chr18,33048311,33048312,0.108108,-
chr18,33048319,33048320,0.121951,-
chr18,33048505,33048506,0.225806,-
chr18,33234680,33234681,0.134615,+
chr18,33267069,33267070,0.169811,+
chr18,33269181,33269182,0.12381,+
chr18,33271094,33271095,0.122449,+
chr18,33271101,33271102,0.15625,+
chr18,33272150,33272151,0.176471,+
chr18,33283570,33283571,0.114583,+
chr18,33289745,33289746,0.105263,+
chr18,33289753,33289754,0.144231,+
chr18,33289790,33289791,0.113821,+
chr18,33289894,33289895,0.125,+
chr18,33290033,33290034,0.1,+
chr18,33290217,33290218,0.125,+
chr18,33290532,33290533,0.118644,+
chr18,33559042,33559043,0.12381,+
chr18,33559050,33559051,0.16,+
chr18,33559146,33559147,0.163934,+
chr18,33570634,33570635,0.102273,-
chr18,33570841,33570842,0.104167,-
chr18,33571094,33571095,0.132353,-
chr18,33572286,33572287,0.128378,-
chr18,33572371,33572372,0.115385,-
chr18,33572678,33572679,0.142857,-
chr18,33572954,33572955,0.160714,-
chr18,33573006,33573007,0.123457,-
chr18,33688519,33688520,0.233333,-
chr18,33688631,33688632,0.12766,-
chr18,33688715,33688716,0.12766,-
chr18,33688724,33688725,0.108696,-
chr18,33688864,33688865,0.148649,-
chr18,33689206,33689207,0.12,-
chr18,33689229,33689230,0.138462,-
chr18,33689584,33689585,0.285714,-
chr18,33689602,33689603,0.152174,-
chr18,33689641,33689642,0.105263,-
chr18,33722895,33722896,0.163265,+
chr18,33739739,33739740,0.114286,+
chr18,33755066,33755067,0.1,+
chr18,33755321,33755322,0.102041,+
chr18,33755485,33755486,0.111111,+
chr18,33755788,33755789,0.179487,+
chr18,33756105,33756106,0.194444,+
chr18,33756495,33756496,0.106383,+
chr18,33756998,33756999,0.102564,+
chr18,33757110,33757111,0.113636,+
chr18,33757175,33757176,0.166667,+
chr18,33757246,33757247,0.125,+
chr18,33757266,33757267,0.151515,+
chr18,34359661,34359662,0.142857,+
chr18,34359759,34359760,0.114286,+
chr18,34359850,34359851,0.1875,+
chr18,34366780,34366781,0.117647,-
chr18,34376123,34376124,0.10596,-
chr18,34376750,34376751,0.10625,-
chr18,34378265,34378266,0.166667,-
chr18,34378558,34378559,0.147059,-
chr18,34380239,34380240,0.149425,-
chr18,34380245,34380246,0.128378,-
chr18,37115546,37115547,0.147059,-
chr18,39584373,39584374,0.121212,+
chr18,43609405,43609406,0.179487,+
chr18,43610170,43610171,0.166667,+
chr18,43610193,43610194,0.106061,+
chr18,43664168,43664169,0.163347,-
chr18,43664535,43664536,0.112782,-
chr18,43666104,43666105,0.113095,-
chr18,43666129,43666130,0.12987,-
chr18,43667034,43667035,0.150628,-
chr18,43667384,43667385,0.119342,-
chr18,43668082,43668083,0.135135,-
chr18,43668086,43668087,0.12766,-
chr18,43668144,43668145,0.179039,-
chr18,43669556,43669557,0.102484,-
chr18,43669901,43669902,0.130435,-
chr18,43671703,43671704,0.195219,-
chr18,43671744,43671745,0.102362,-
chr18,43699967,43699968,0.125,+
chr18,43703303,43703304,0.128205,+
chr18,43708085,43708086,0.10989,+
chr18,43708091,43708092,0.113636,+
chr18,43708145,43708146,0.107143,+
chr18,43708266,43708267,0.130435,+
chr18,43844320,43844321,0.1,+
chr18,43846159,43846160,0.184211,+
chr18,44400947,44400948,0.1,-
chr18,44634151,44634152,0.151515,-
chr18,44634851,44634852,0.142857,-
chr18,44635104,44635105,0.1,-
chr18,44681487,44681488,0.137931,-
chr18,44681621,44681622,0.114583,-
chr18,44681915,44681916,0.1,-
chr18,44682524,44682525,0.103448,-
chr18,45157081,45157082,0.101695,+
chr18,45368111,45368112,0.116279,-
chr18,46388420,46388421,0.151515,+
chr18,46388440,46388441,0.125,+
chr18,46448224,46448225,0.121212,-
chr18,46570242,46570243,0.156863,-
chr18,46645228,46645229,0.106383,-
chr18,46783422,46783423,0.105263,-
chr18,46784822,46784823,0.116279,-
chr18,46858323,46858324,0.166667,-
chr18,47008110,47008111,0.171429,-
chr18,47010070,47010071,0.147059,-
chr18,47017964,47017965,0.12037,-
chr18,47017996,47017997,0.129412,-
chr18,47309966,47309967,0.180556,-
chr18,47310156,47310157,0.107692,-
chr18,47320768,47320769,0.157895,-
chr18,47795442,47795443,0.113208,-
chr18,47795796,47795797,0.151899,-
chr18,47797851,47797852,0.111111,-
chr18,47803038,47803039,0.102041,-
chr18,47919822,47919823,0.121212,+
chr18,47920492,47920493,0.114286,+
chr18,48443867,48443868,0.117647,+
chr18,48452221,48452222,0.104651,+
chr18,48466676,48466677,0.111111,+
chr18,48473702,48473703,0.1,+
chr18,48473957,48473958,0.1,+
chr18,48473975,48473976,0.105263,+
chr18,48474123,48474124,0.136986,+
chr18,48573413,48573414,0.15625,+
chr18,48575130,48575131,0.15,+
chr18,48575165,48575166,0.134615,+
chr18,48604890,48604891,0.111111,+
chr18,48604922,48604923,0.107143,+
chr18,48605088,48605089,0.105263,+
chr18,48605263,48605264,0.142857,+
chr18,48605285,48605286,0.128205,+
chr18,48605535,48605536,0.113636,+
chr18,48605761,48605762,0.159091,+
chr18,48605839,48605840,0.128205,+
chr18,48606034,48606035,0.142857,+
chr18,48606082,48606083,0.14,+
chr18,48701131,48701132,0.139535,-
chr18,48701216,48701217,0.232143,-
chr18,48702112,48702113,0.125,-
chr18,48702271,48702272,0.258065,-
chr18,48702622,48702623,0.125,-
chr18,48703441,48703442,0.121212,-
chr18,51681304,51681305,0.105263,-
